timestamp,ticket,direction,entry,sl,tp,atr,rr,confidence,status
2025-12-02 23:04:36,"OrderSendResult(retcode=10009, deal=2519243329, order=2853616235, volume=0.06, price=4193.523, bid=4193.523, ask=4193.683, comment='agentic-bot', request_id=648108212, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.06, price=0.0, stoplimit=0.0, sl=4197.714457142858, tp=4185.254085714283, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4193.561,4197.714457142858,4185.254085714283,1.8055714285715763,2.0,70,OPEN
2025-12-02 23:05:45,"OrderSendResult(retcode=10009, deal=2519247491, order=2853621543, volume=0.06, price=4192.893, bid=4192.893, ask=4193.053, comment='agentic-bot', request_id=648108214, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.06, price=0.0, stoplimit=0.0, sl=4197.715, tp=4184.211, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4193.214,4197.715,4184.211,1.8068571428572926,2.0,70,OPEN
2025-12-02 23:08:02,"OrderSendResult(retcode=10009, deal=2519258806, order=2853635033, volume=0.07, price=4193.843, bid=4193.843, ask=4194.003, comment='agentic-bot', request_id=648108219, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.07, price=0.0, stoplimit=0.0, sl=4197.707085714286, tp=4186.195828571427, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4193.87,4197.707085714286,4186.195828571427,1.7963571428572973,2.0,70,OPEN
2025-12-02 23:09:11,"OrderSendResult(retcode=10009, deal=2519263506, order=2853640814, volume=0.06, price=4193.01, bid=4193.01, ask=4193.17, comment='agentic-bot', request_id=648108223, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.06, price=0.0, stoplimit=0.0, sl=4197.6032, tp=4183.8116, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4193.006,4197.6032,4183.8116,1.6665000000000743,2.0,70,OPEN
2025-12-02 23:10:19,"OrderSendResult(retcode=10009, deal=2519268671, order=2853646896, volume=0.07, price=4193.267, bid=4193.267, ask=4193.427, comment='agentic-bot', request_id=648108228, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.07, price=0.0, stoplimit=0.0, sl=4197.625771428572, tp=4186.1844571428555, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4193.812,4197.625771428572,4186.1844571428555,1.6947142857143263,2.0,70,OPEN
2025-12-02 23:11:28,"OrderSendResult(retcode=10009, deal=2519273394, order=2853652682, volume=0.04, price=4191.967, bid=4191.967, ask=4192.1269999999995, comment='agentic-bot', request_id=648108230, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.04, price=0.0, stoplimit=0.0, sl=4197.658742857143, tp=4179.995514285713, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4191.771,4197.658742857143,4179.995514285713,1.735928571428628,2.0,70,OPEN
2025-12-02 23:12:35,"OrderSendResult(retcode=10009, deal=2519281116, order=2853661294, volume=0.06, price=4192.237, bid=4192.237, ask=4192.397, comment='agentic-bot', request_id=648108232, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.06, price=0.0, stoplimit=0.0, sl=4195.824285714286, tp=4183.277428571428, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4191.642,4195.824285714286,4183.277428571428,1.747857142857161,2.0,70,OPEN
2025-12-02 23:13:41,"OrderSendResult(retcode=10009, deal=2519287671, order=2853668759, volume=0.05, price=4191.559, bid=4191.559, ask=4191.719, comment='agentic-bot', request_id=648108233, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.05, price=0.0, stoplimit=0.0, sl=4195.826142857142, tp=4181.407714285717, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4191.02,4195.826142857142,4181.407714285717,1.916428571428631,2.0,70,OPEN
2025-12-02 23:14:49,"OrderSendResult(retcode=10009, deal=2519292527, order=2853674532, volume=0.08, price=4192.901, bid=4192.901, ask=4193.061, comment='agentic-bot', request_id=648108234, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.08, price=0.0, stoplimit=0.0, sl=4195.8206, tp=4186.4888, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4192.71,4195.8206,4186.4888,1.9095000000000775,2.0,70,OPEN
2025-12-02 23:15:57,"OrderSendResult(retcode=10009, deal=2519298576, order=2853681607, volume=0.13, price=4194.4220000000005, bid=4194.4220000000005, ask=4194.582, comment='agentic-bot', request_id=648108235, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.13, price=0.0, stoplimit=0.0, sl=4195.8018, tp=4189.8594, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4193.821,4195.8018,4189.8594,1.7785000000000244,2.0,70,OPEN
